County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
Madison,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,56.8,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Monroe,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,56.1,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Montgomery,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,48.4,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Nassau,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,67.7,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Niagara,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,51.1,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Oneida,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,52.4,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Onondaga,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.6,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Ontario,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,63,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Orange,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,58,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Orleans,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,48.1,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Oswego,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,51.3,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Otsego,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,58.3,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Putnam,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,62.5,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Rensselaer,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,59.2,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Rockland,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,63.7,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
St. Lawrence,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,49,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Saratoga,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Schenectady,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,65.6,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Schoharie,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.4,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Schuyler,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.4,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Seneca,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.6,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Steuben,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,53.8,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Suffolk,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,61.3,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Sullivan,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,49.1,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Tioga,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.8,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Tompkins,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,66.6,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Ulster,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.2,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Warren,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,61.3,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Washington,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,49.8,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Wayne,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,53.5,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Westchester,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,66.5,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Wyoming,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.5,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Yates,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,46.6,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Bronx,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,40.8,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Kings,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.2,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
New York,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,63.9,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Queens,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.4,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Richmond,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,57.2,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
New York State,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.6,,,,,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Albany,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,40,pa69_0,"Frequent mental distress during the past month among adults, age-adjusted percentage",,,Age-adjusted percent,15.6,12.6,18.5,,15.1 -< 16.5 : Q3,10.7,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Allegany,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,40,pa69_0,"Frequent mental distress during the past month among adults, age-adjusted percentage",,,Age-adjusted percent,4.7,2.1,7.2,,< 15.1 : Q1 - Q2,10.7,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
